case_id;activity;timestamp
1;1st recipe submitted;2022-09-04 10:12:09.410669
1;revision;2022-09-04 10:14:33.083185
1;second recipe submitted;2022-09-04 10:23:37.250756
1;revision;2022-09-04 10:24:15.049488
1;third recipe submitted;2022-09-04 10:30:40.471872
1;revision;2022-09-04 10:30:54.434620
2;1st recipe submitted;2022-09-04 08:29:35.928817
2;revision;2022-09-04 08:30:54.099699
2;second recipe submitted;2022-09-04 08:44:48.187891
2;revision;2022-09-04 08:45:57.783763
2;third recipe submitted;2022-09-04 09:05:40.206582
2;revision;2022-09-04 09:06:24.113259
3;1st recipe submitted;2022-09-04 11:05:18.231670
3;revision;2022-09-04 11:09:12.579805
3;revision;2022-09-04 11:14:55.147488
3;revision;2022-09-04 11:53:35.186710
3;second recipe submitted;2022-09-04 12:06:10.567207
3;revision;2022-09-04 12:07:10.312090
3;revision;2022-09-04 12:07:33.359998
3;revision;2022-09-04 12:07:53.657835
3;third recipe submitted;2022-09-04 12:15:24.412621
3;revision;2022-09-04 12:16:00.075130
3;revision;2022-09-04 12:16:22.788629
4;1st recipe submitted;2022-09-04 02:48:41.764455
4;revision;2022-09-04 03:17:58.909578
4;second recipe submitted;2022-09-04 03:34:01.164539
4;revision;2022-09-04 03:36:06.133391
4;third recipe submitted;2022-09-04 03:48:37.625496
4;revision;2022-09-04 03:49:19.356448
5;1st recipe submitted;2022-09-04 00:53:12.086991
5;revision;2022-09-04 00:56:24.986568
5;second recipe submitted;2022-09-04 01:06:37.199980
5;revision;2022-09-04 01:08:05.510372
5;third recipe submitted;2022-09-04 01:21:16.340364
5;revision;2022-09-04 01:23:15.146919
6;1st recipe submitted;2022-09-04 08:12:27.763158
6;revision;2022-09-04 08:13:28.754224
6;second recipe submitted;2022-09-04 08:32:42.948501
6;revision;2022-09-04 08:33:34.123908
6;third recipe submitted;2022-09-04 08:56:30.936153
6;revision;2022-09-04 08:57:19.514028
7;1st recipe submitted;2022-09-04 02:02:11.088564
7;revision;2022-09-04 02:04:20.422642
7;second recipe submitted;2022-09-04 02:11:45.246926
7;revision;2022-09-04 02:14:13.621697
7;third recipe submitted;2022-09-04 02:21:46.047327
7;revision;2022-09-04 02:22:39.551839
8;1st recipe submitted;2022-09-04 09:03:32.701478
8;revision;2022-09-04 09:05:06.654954
8;second recipe submitted;2022-09-04 09:15:55.278417
8;revision;2022-09-04 09:16:52.547580
8;third recipe submitted;2022-09-04 09:24:56.495071
8;revision;2022-09-04 09:25:54.292890
9;1st recipe submitted;2022-09-04 04:06:15.298997
9;revision;2022-09-04 04:11:28.711133
9;revision;2022-09-04 04:11:56.425573
9;second recipe submitted;2022-09-04 04:27:23.875389
9;revision;2022-09-04 04:29:31.654769
9;third recipe submitted;2022-09-04 04:44:32.408189
9;revision;2022-09-04 04:46:42.779740
10;1st recipe submitted;2022-09-04 09:53:42.532589
10;revision;2022-09-04 09:54:17.085153
10;second recipe submitted;2022-09-04 09:57:50.711791
10;revision;2022-09-04 09:58:30.192390
10;third recipe submitted;2022-09-04 10:02:47.715393
10;revision;2022-09-04 10:03:29.885157
11;1st recipe submitted;2022-09-04 09:22:57.436042
11;revision;2022-09-04 09:24:28.848059
11;second recipe submitted;2022-09-04 09:36:16.351605
11;revision;2022-09-04 09:38:06.784610
11;revision;2022-09-04 09:38:50.276168
11;third recipe submitted;2022-09-04 09:55:00.295731
11;revision;2022-09-04 09:55:38.038898
12;1st recipe submitted;2022-09-04 02:58:37.984332
12;revision;2022-09-04 03:01:27.926929
12;second recipe submitted;2022-09-04 03:14:54.479866
12;revision;2022-09-04 03:17:33.787432
12;revision;2022-09-04 03:20:33.982446
12;third recipe submitted;2022-09-04 03:34:29.459030
12;revision;2022-09-04 03:36:22.249384
13;1st recipe submitted;2022-09-04 05:16:42.875747
13;revision;2022-09-04 05:24:25.784162
13;revision;2022-09-04 05:29:04.534306
13;revision;2022-09-04 05:30:51.903739
13;revision;2022-09-04 05:30:59.789866
13;second recipe submitted;2022-09-04 05:37:24.920218
13;revision;2022-09-04 06:01:21.290241
13;third recipe submitted;2022-09-04 06:02:44.635585
13;revision;2022-09-04 06:14:45.174350
13;revision;2022-09-04 06:15:54.203648
13;third recipe submitted;2022-09-04 06:16:07.076060
