case_id;activity;timestamp
1;1st recipe submitted;2022-09-04 08:41:12.666587
1;revision;2022-09-04 08:48:06.843199
1;second recipe submitted;2022-09-04 09:02:57.174969
1;revision;2022-09-04 09:06:16.598798
1;third recipe submitted;2022-09-04 09:22:19.902222
1;revision;2022-09-04 09:24:49.914403
1;revision;2022-09-04 09:26:11.629029
2;1st recipe submitted;2022-09-04 09:55:30.933534
2;revision;2022-09-04 09:56:57.333057
2;second recipe submitted;2022-09-04 10:01:12.301846
2;revision;2022-09-04 10:02:30.735619
2;third recipe submitted;2022-09-04 10:12:31.664581
2;revision;2022-09-04 10:13:31.225497
3;1st recipe submitted;2022-09-04 08:32:09.543609
3;revision;2022-09-04 08:51:14.524511
3;second recipe submitted;2022-09-04 08:56:44.910849
3;revision;2022-09-04 08:57:02.876889
3;third recipe submitted;2022-09-04 09:01:40.320894
3;revision;2022-09-04 09:04:16.484970
4;1st recipe submitted;2022-09-04 08:42:21.008083
4;revision;2022-09-04 08:43:45.895054
4;revision;2022-09-04 08:44:06.888033
4;second recipe submitted;2022-09-04 08:55:14.351000
4;revision;2022-09-04 08:55:31.850460
4;revision;2022-09-04 08:55:56.049319
4;third recipe submitted;2022-09-04 09:09:34.786111
4;revision;2022-09-04 09:09:53.494646
5;1st recipe submitted;2022-09-04 11:12:57.498864
5;revision;2022-09-04 11:16:42.607238
5;second recipe submitted;2022-09-04 11:28:44.031770
5;revision;2022-09-04 11:31:11.244146
5;third recipe submitted;2022-09-04 11:48:43.685518
5;revision;2022-09-04 11:49:21.467427
6;1st recipe submitted;2022-09-04 07:25:58.313605
6;revision;2022-09-04 07:31:00.153950
6;revision;2022-09-04 07:32:42.450940
6;second recipe submitted;2022-09-04 07:44:28.637614
6;revision;2022-09-04 07:46:24.951149
6;revision;2022-09-04 07:47:00.392511
6;third recipe submitted;2022-09-04 07:58:16.885282
6;revision;2022-09-04 07:58:57.729162
6;revision;2022-09-04 07:59:44.421459
6;revision;2022-09-04 08:00:38.338433
6;revision;2022-09-04 08:01:11.551573
6;revision;2022-09-04 08:01:24.488654
7;1st recipe submitted;2022-09-04 00:55:35.237120
7;revision;2022-09-04 00:58:04.594495
7;second recipe submitted;2022-09-04 01:06:06.441679
7;revision;2022-09-04 01:06:30.884313
7;third recipe submitted;2022-09-04 01:09:54.644611
7;revision;2022-09-04 01:10:04.209433
8;1st recipe submitted;2022-09-04 03:17:20.558672
8;revision;2022-09-04 03:24:39.515936
8;revision;2022-09-04 03:26:59.602766
8;revision;2022-09-04 03:28:03.799869
8;revision;2022-09-04 03:28:36.086604
8;second recipe submitted;2022-09-04 03:35:24.877972
8;revision;2022-09-04 03:36:25.396371
8;third recipe submitted;2022-09-04 03:43:58.302428
8;revision;2022-09-04 03:46:53.431228
9;1st recipe submitted;2022-09-04 07:54:16.144091
9;revision;2022-09-04 07:59:48.795934
9;second recipe submitted;2022-09-04 08:05:47.593270
9;revision;2022-09-04 08:08:20.557749
9;third recipe submitted;2022-09-04 08:16:11.227042
9;revision;2022-09-04 08:17:27.081250
10;1st recipe submitted;2022-09-04 12:01:00.370720
10;revision;2022-09-04 12:05:38.421691
10;revision;2022-09-04 12:07:05.132392
10;second recipe submitted;2022-09-04 12:15:48.661218
10;revision;2022-09-04 12:17:20.879129
10;third recipe submitted;2022-09-04 12:31:17.766156
10;revision;2022-09-04 12:31:44.360703
11;1st recipe submitted;2022-09-04 10:11:43.244982
11;revision;2022-09-04 10:15:16.542086
11;revision;2022-09-04 10:16:12.949749
11;second recipe submitted;2022-09-04 10:30:17.473353
11;revision;2022-09-04 10:31:01.437176
11;third recipe submitted;2022-09-04 10:39:38.454964
11;revision;2022-09-04 10:40:44.033574
12;1st recipe submitted;2022-09-04 11:32:17.756957
12;revision;2022-09-04 11:33:47.055299
12;revision;2022-09-04 11:35:02.642870
12;second recipe submitted;2022-09-04 11:48:07.012053
12;revision;2022-09-04 11:48:55.783538
12;revision;2022-09-04 11:49:33.146201
12;third recipe submitted;2022-09-04 12:03:22.253159
12;revision;2022-09-04 12:04:04.425541
12;revision;2022-09-04 12:04:25.615513
12;revision;2022-09-04 12:04:47.619414
13;1st recipe submitted;2022-09-04 10:26:11.182960
13;revision;2022-09-04 10:27:26.390727
13;revision;2022-09-04 10:28:11.747082
13;second recipe submitted;2022-09-04 10:42:18.392036
13;revision;2022-09-04 10:44:06.591920
13;third recipe submitted;2022-09-04 11:01:47.126581
13;revision;2022-09-04 11:02:14.172297
13;revision;2022-09-04 11:02:41.022296
