case_id;activity;timestamp
1;1st recipe submitted;2022-09-04 03:28:18.613319
1;revision;2022-09-04 03:29:37.124556
1;revision;2022-09-04 03:29:47.816111
1;second recipe submitted;2022-09-04 03:33:03.555075
1;revision;2022-09-04 03:33:30.062465
1;revision;2022-09-04 03:34:08.666681
1;third recipe submitted;2022-09-04 03:35:33.869167
1;revision;2022-09-04 03:36:08.454643
1;revision;2022-09-04 03:36:43.142187
2;1st recipe submitted;2022-09-04 01:35:13.140640
2;revision;2022-09-04 01:38:29.122889
2;revision;2022-09-04 01:38:41.881012
2;second recipe submitted;2022-09-04 01:45:56.975167
2;revision;2022-09-04 01:46:45.010283
2;third recipe submitted;2022-09-04 01:57:57.905430
2;revision;2022-09-04 01:58:12.031600
3;1st recipe submitted;2022-09-04 11:52:36.845641
3;revision;2022-09-04 11:54:57.330812
3;second recipe submitted;2022-09-04 12:03:43.763294
3;revision;2022-09-04 12:04:45.445832
3;third recipe submitted;2022-09-04 12:11:26.107473
3;revision;2022-09-04 12:12:15.459769
4;1st recipe submitted;2022-09-04 11:25:42.472822
4;revision;2022-09-04 11:27:09.725979
4;second recipe submitted;2022-09-04 11:38:07.085291
4;revision;2022-09-04 11:38:41.197238
4;third recipe submitted;2022-09-04 11:48:31.982130
4;revision;2022-09-04 11:49:36.427858
5;1st recipe submitted;2022-09-04 11:34:55.221065
5;revision;2022-09-04 11:54:47.889053
5;second recipe submitted;2022-09-04 12:07:18.820335
5;revision;2022-09-04 12:08:23.282663
5;revision;2022-09-04 12:08:49.874622
5;third recipe submitted;2022-09-04 12:28:55.781724
5;revision;2022-09-04 12:30:24.310966
6;1st recipe submitted;2022-09-04 09:33:13.800991
6;revision;2022-09-04 09:47:11.474052
6;revision;2022-09-04 09:48:01.110578
6;revision;2022-09-04 09:48:54.234325
6;revision;2022-09-04 09:49:29.544418
6;second recipe submitted;2022-09-04 10:11:25.496543
6;revision;2022-09-04 10:12:31.139175
6;third recipe submitted;2022-09-04 10:39:30.817405
6;revision;2022-09-04 10:40:11.611542
7;1st recipe submitted;2022-09-04 03:39:49.931762
7;revision;2022-09-04 03:45:41.801023
7;revision;2022-09-04 03:47:17.350392
7;second recipe submitted;2022-09-04 03:59:02.052355
7;revision;2022-09-04 03:59:52.747499
7;third recipe submitted;2022-09-04 04:17:36.110175
7;revision;2022-09-04 04:17:57.892026
8;1st recipe submitted;2022-09-04 09:35:46.706784
8;revision;2022-09-04 09:36:19.254539
8;second recipe submitted;2022-09-04 09:40:50.640819
8;revision;2022-09-04 09:41:42.439419
8;revision;2022-09-04 09:42:05.592902
8;third recipe submitted;2022-09-04 09:48:12.163693
8;revision;2022-09-04 09:48:28.799394
9;1st recipe submitted;2022-09-04 07:27:49.968872
9;revision;2022-09-04 07:29:24.567420
9;second recipe submitted;2022-09-04 07:37:03.465289
9;revision;2022-09-04 07:37:53.246029
9;third recipe submitted;2022-09-04 07:42:12.253032
9;revision;2022-09-04 07:43:11.712124
10;1st recipe submitted;2022-09-04 03:35:46.734419
10;revision;2022-09-04 03:37:14.541792
10;second recipe submitted;2022-09-04 03:45:42.855496
10;revision;2022-09-04 03:52:56.572797
11;1st recipe submitted;2022-09-04 04:36:10.079575
11;revision;2022-09-04 04:38:59.255915
11;second recipe submitted;2022-09-04 04:44:17.442885
11;revision;2022-09-04 04:44:30.182580
11;third recipe submitted;2022-09-04 04:48:12.733510
11;revision;2022-09-04 04:48:37.321504
11;third recipe submitted;2022-09-04 04:52:39.366016
11;revision;2022-09-04 04:53:08.554421
11;third recipe submitted;2022-09-04 04:57:33.294620
11;revision;2022-09-04 04:58:08.161651
12;1st recipe submitted;2022-09-04 06:26:08.043391
12;revision;2022-09-04 06:35:37.265107
12;second recipe submitted;2022-09-04 07:09:10.854033
12;revision;2022-09-04 07:11:47.064017
12;third recipe submitted;2022-09-04 07:29:12.417865
12;revision;2022-09-04 07:38:28.186847
13;1st recipe submitted;2022-09-04 07:23:42.101018
13;revision;2022-09-04 07:25:29.952779
13;second recipe submitted;2022-09-04 07:35:39.409663
13;revision;2022-09-04 07:37:44.885561
13;third recipe submitted;2022-09-04 07:47:24.044840
13;revision;2022-09-04 07:48:23.237360
13;third recipe submitted;2022-09-04 08:04:39.028620
13;revision;2022-09-04 08:07:06.968799
14;1st recipe submitted;2022-09-04 02:37:29.180981
14;revision;2022-09-04 02:39:20.341565
14;second recipe submitted;2022-09-04 02:48:08.924275
14;revision;2022-09-04 02:49:48.926939
14;third recipe submitted;2022-09-04 02:57:42.643924
14;revision;2022-09-04 02:58:25.262223
