case_id;activity;timestamp
1;1st recipe submitted;2022-09-04 11:54:37.509521
1;revision;2022-09-04 11:56:10.797089
1;second recipe submitted;2022-09-04 12:15:51.834068
1;revision;2022-09-04 12:16:42.757125
1;third recipe submitted;2022-09-04 12:21:29.895401
1;revision;2022-09-04 12:22:55.823836
2;1st recipe submitted;2022-09-04 12:27:25.039572
2;revision;2022-09-04 12:31:49.692041
2;second recipe submitted;2022-09-04 12:41:40.343672
2;revision;2022-09-04 12:45:12.527090
2;third recipe submitted;2022-09-04 12:53:58.107589
2;revision;2022-09-04 12:57:06.954121
3;1st recipe submitted;2022-09-04 03:34:56.880239
3;revision;2022-09-04 03:39:26.729303
3;second recipe submitted;2022-09-04 03:47:59.350111
3;revision;2022-09-04 03:52:02.931863
3;third recipe submitted;2022-09-04 03:59:02.653932
3;revision;2022-09-04 04:01:37.374436
4;1st recipe submitted;2022-09-04 07:02:35.228860
4;revision;2022-09-04 07:08:42.560375
4;second recipe submitted;2022-09-04 07:15:12.403055
4;revision;2022-09-04 07:17:27.531757
4;third recipe submitted;2022-09-04 07:24:47.293694
4;revision;2022-09-04 07:30:21.433697
5;1st recipe submitted;2022-09-04 10:51:20.791822
5;revision;2022-09-04 10:53:14.874077
5;second recipe submitted;2022-09-04 10:55:41.637528
5;revision;2022-09-04 10:59:02.270466
5;third recipe submitted;2022-09-04 11:04:14.628188
5;revision;2022-09-04 11:05:46.239800
6;1st recipe submitted;2022-09-04 02:59:40.235058
6;revision;2022-09-04 03:01:18.949645
6;revision;2022-09-04 03:02:35.092393
6;second recipe submitted;2022-09-04 03:09:27.388121
6;revision;2022-09-04 03:11:03.869391
6;third recipe submitted;2022-09-04 03:18:04.133545
6;revision;2022-09-04 03:19:48.274100
7;1st recipe submitted;2022-09-04 10:00:06.255437
7;revision;2022-09-04 10:05:25.230543
7;second recipe submitted;2022-09-04 10:14:06.594391
7;revision;2022-09-04 10:16:26.255770
7;third recipe submitted;2022-09-04 10:25:32.614491
7;revision;2022-09-04 10:28:34.981620
8;1st recipe submitted;2022-09-04 08:18:07.423025
8;revision;2022-09-04 08:23:53.508225
8;second recipe submitted;2022-09-04 08:40:33.134128
8;revision;2022-09-04 08:45:25.587050
8;third recipe submitted;2022-09-04 08:54:07.354980
8;revision;2022-09-04 08:57:48.011163
9;1st recipe submitted;2022-09-04 07:01:09.899800
9;revision;2022-09-04 07:05:10.354408
9;revision;2022-09-04 07:08:01.202339
9;revision;2022-09-04 07:12:15.762416
9;second recipe submitted;2022-09-04 07:23:08.607762
9;revision;2022-09-04 07:24:24.244494
9;third recipe submitted;2022-09-04 07:41:25.003656
9;revision;2022-09-04 07:44:24.291646
9;revision;2022-09-04 08:00:57.931504
10;1st recipe submitted;2022-09-04 12:09:05.128830
10;revision;2022-09-04 12:14:44.371970
10;second recipe submitted;2022-09-04 12:20:52.989597
10;revision;2022-09-04 12:22:40.680893
10;third recipe submitted;2022-09-04 12:28:06.875169
10;revision;2022-09-04 12:29:22.827531
10;third recipe submitted;2022-09-04 12:35:13.168712
10;revision;2022-09-04 12:37:00.912993
10;third recipe submitted;2022-09-04 12:41:03.673407
10;revision;2022-09-04 12:42:29.049449
11;1st recipe submitted;2022-09-04 08:02:11.662367
11;revision;2022-09-04 08:05:02.642570
11;second recipe submitted;2022-09-04 08:14:16.215635
11;revision;2022-09-04 08:15:18.984683
11;third recipe submitted;2022-09-04 08:23:07.698826
11;revision;2022-09-04 08:24:56.984007
12;1st recipe submitted;2022-09-04 01:03:46.795075
12;revision;2022-09-04 01:06:26.244137
12;second recipe submitted;2022-09-04 01:13:32.779588
12;revision;2022-09-04 01:15:19.960318
12;third recipe submitted;2022-09-04 01:20:37.270684
12;revision;2022-09-04 01:21:56.456183
