case_id;activity;timestamp
1;1st recipe submitted;2022-09-04 08:41:12.666587
1;revision;2022-09-04 08:48:06.843199
1;2nd recipe submitted;2022-09-04 09:02:57.174969
1;revision;2022-09-04 09:06:16.598798
1;3rd recipe submitted;2022-09-04 09:22:19.902222
1;revision;2022-09-04 09:24:49.914403
1;revision;2022-09-04 09:26:11.629029
2;1st recipe submitted;2022-09-04 09:55:30.933534
2;revision;2022-09-04 09:56:57.333057
2;2nd recipe submitted;2022-09-04 10:01:12.301846
2;revision;2022-09-04 10:02:30.735619
2;3rd recipe submitted;2022-09-04 10:12:31.664581
2;revision;2022-09-04 10:13:31.225497
3;1st recipe submitted;2022-09-04 08:32:09.543609
3;revision;2022-09-04 08:51:14.524511
3;2nd recipe submitted;2022-09-04 08:56:44.910849
3;revision;2022-09-04 08:57:02.876889
3;3rd recipe submitted;2022-09-04 09:01:40.320894
3;revision;2022-09-04 09:04:16.484970
4;1st recipe submitted;2022-09-04 08:42:21.008083
4;revision;2022-09-04 08:43:45.895054
4;revision;2022-09-04 08:44:06.888033
4;2nd recipe submitted;2022-09-04 08:55:14.351000
4;revision;2022-09-04 08:55:31.850460
4;revision;2022-09-04 08:55:56.049319
4;3rd recipe submitted;2022-09-04 09:09:34.786111
4;revision;2022-09-04 09:09:53.494646
5;1st recipe submitted;2022-09-04 11:12:57.498864
5;revision;2022-09-04 11:16:42.607238
5;2nd recipe submitted;2022-09-04 11:28:44.031770
5;revision;2022-09-04 11:31:11.244146
5;3rd recipe submitted;2022-09-04 11:48:43.685518
5;revision;2022-09-04 11:49:21.467427
6;1st recipe submitted;2022-09-04 05:28:53.007787
6;revision;2022-09-04 05:30:29.052903
6;2nd recipe submitted;2022-09-04 05:35:12.728790
6;3rd recipe submitted;2022-09-04 05:43:08.176918
6;revision;2022-09-04 05:44:42.906530
7;1st recipe submitted;2022-09-04 02:07:34.942014
7;revision;2022-09-04 02:09:20.612684
7;2nd recipe submitted;2022-09-04 02:17:04.872009
7;revision;2022-09-04 02:18:33.506303
7;3rd recipe submitted;2022-09-04 02:30:45.256601
8;1st recipe submitted;2022-09-04 07:25:58.313605
8;revision;2022-09-04 07:31:00.153950
8;revision;2022-09-04 07:32:42.450940
8;2nd recipe submitted;2022-09-04 07:44:28.637614
8;revision;2022-09-04 07:46:24.951149
8;revision;2022-09-04 07:47:00.392511
8;3rd recipe submitted;2022-09-04 07:58:16.885282
8;revision;2022-09-04 07:58:57.729162
8;revision;2022-09-04 07:59:44.421459
8;revision;2022-09-04 08:00:38.338433
8;revision;2022-09-04 08:01:11.551573
8;revision;2022-09-04 08:01:24.488654
9;1st recipe submitted;2022-09-04 00:55:35.237120
9;revision;2022-09-04 00:58:04.594495
9;2nd recipe submitted;2022-09-04 01:06:06.441679
9;revision;2022-09-04 01:06:30.884313
9;3rd recipe submitted;2022-09-04 01:09:54.644611
9;revision;2022-09-04 01:10:04.209433
10;1st recipe submitted;2022-09-04 09:17:53.521495
10;revision;2022-09-04 09:19:32.070577
10;revision;2022-09-04 09:19:58.603629
10;revision;2022-09-04 09:21:32.981543
10;revision;2022-09-04 09:22:06.629676
10;2nd recipe submitted;2022-09-04 09:35:36.060577
10;revision;2022-09-04 09:35:59.516900
10;3rd recipe submitted;2022-09-04 09:40:51.573491
11;1st recipe submitted;2022-09-04 09:57:49.015984
11;revision;2022-09-04 09:59:38.195108
11;revision;2022-09-04 10:00:15.512264
11;revision;2022-09-04 10:00:40.874517
11;revision;2022-09-04 10:01:09.042094
11;2nd recipe submitted;2022-09-04 10:09:40.378923
11;revision;2022-09-04 10:10:35.744432
11;3rd recipe submitted;2022-09-04 10:17:47.827346
11;revision;2022-09-04 10:18:37.461105
11;revision;2022-09-04 10:25:41.199321
12;1st recipe submitted;2022-09-04 08:13:41.378240
12;revision;2022-09-04 08:17:15.286810
12;2nd recipe submitted;2022-09-04 08:38:14.935041
12;3rd recipe submitted;2022-09-04 08:48:04.680619
13;1st recipe submitted;2022-09-04 03:29:31.798238
13;revision;2022-09-04 03:40:24.386691
13;2nd recipe submitted;2022-09-04 03:58:25.039521
13;revision;2022-09-04 04:01:05.785171
13;3rd recipe submitted;2022-09-04 04:23:53.978345
14;1st recipe submitted;2022-09-04 03:17:20.558672
14;revision;2022-09-04 03:24:39.515936
14;revision;2022-09-04 03:26:59.602766
14;revision;2022-09-04 03:28:03.799869
14;revision;2022-09-04 03:28:36.086604
14;2nd recipe submitted;2022-09-04 03:35:24.877972
14;revision;2022-09-04 03:36:25.396371
