case_id;activity;timestamp
1;1st recipe submitted;2022-09-04 03:28:18.613319
1;revision;2022-09-04 03:29:37.124556
1;revision;2022-09-04 03:29:47.816111
1;second recipe submitted;2022-09-04 03:33:03.555075
1;revision;2022-09-04 03:33:30.062465
1;revision;2022-09-04 03:34:08.666681
1;third recipe submitted;2022-09-04 03:35:33.869167
1;revision;2022-09-04 03:36:08.454643
1;revision;2022-09-04 03:36:43.142187
2;1st recipe submitted;2022-09-04 03:18:54.102570
2;revision;2022-09-04 03:36:35.203544
2;second recipe submitted;2022-09-04 03:46:39.547420
2;third recipe submitted;2022-09-04 03:59:42.023029
2;fourth recipe submitted;2022-09-04 04:12:57.346331
3;1st recipe submitted;2022-09-04 01:35:13.140640
3;revision;2022-09-04 01:38:29.122889
3;revision;2022-09-04 01:38:41.881012
3;second recipe submitted;2022-09-04 01:45:56.975167
3;revision;2022-09-04 01:46:45.010283
3;third recipe submitted;2022-09-04 01:57:57.905430
3;revision;2022-09-04 01:58:12.031600
4;1st recipe submitted;2022-09-04 11:52:36.845641
4;revision;2022-09-04 11:54:57.330812
4;second recipe submitted;2022-09-04 12:03:43.763294
4;revision;2022-09-04 12:04:45.445832
4;third recipe submitted;2022-09-04 12:11:26.107473
4;revision;2022-09-04 12:12:15.459769
5;1st recipe submitted;2022-09-04 08:54:47.635022
5;revision;2022-09-04 08:58:06.982217
5;second recipe submitted;2022-09-04 09:32:02.843754
5;third recipe submitted;2022-09-04 09:49:22.626830
6;1st recipe submitted;2022-09-04 11:25:42.472822
6;revision;2022-09-04 11:27:09.725979
6;second recipe submitted;2022-09-04 11:38:07.085291
6;revision;2022-09-04 11:38:41.197238
6;third recipe submitted;2022-09-04 11:48:31.982130
6;revision;2022-09-04 11:49:36.427858
7;1st recipe submitted;2022-09-04 11:07:42.994456
7;revision;2022-09-04 11:09:22.809195
7;second recipe submitted;2022-09-04 11:18:47.027595
7;revision;2022-09-04 11:20:05.818396
7;third recipe submitted;2022-09-04 11:27:39.075924
8;1st recipe submitted;2022-09-04 11:34:55.221065
8;revision;2022-09-04 11:54:47.889053
8;second recipe submitted;2022-09-04 12:07:18.820335
8;revision;2022-09-04 12:08:23.282663
8;revision;2022-09-04 12:08:49.874622
8;third recipe submitted;2022-09-04 12:28:55.781724
8;revision;2022-09-04 12:30:24.310966
9;1st recipe submitted;2022-09-04 04:05:36.001740
9;revision;2022-09-04 04:07:54.382807
9;revision;2022-09-04 04:08:25.785661
9;revision;2022-09-04 04:09:16.271875
9;second recipe submitted;2022-09-04 04:14:42.800611
9;third recipe submitted;2022-09-04 04:25:46.115073
9;revision;2022-09-04 04:26:10.758482
9;fourth recipe submitted;2022-09-04 04:31:27.620433
10;1st recipe submitted;2022-09-04 10:00:19.207117
10;revision;2022-09-04 10:00:37.121065
10;revision;2022-09-04 10:01:37.861873
10;revision;2022-09-04 10:01:44.665697
10;revision;2022-09-04 10:02:40.923359
10;second recipe submitted;2022-09-04 10:05:39.598929
10;revision;2022-09-04 10:06:15.169045
10;third recipe submitted;2022-09-04 10:13:03.843226
11;1st recipe submitted;2022-09-04 13:18:22.782958
11;revision;2022-09-04 13:19:30.150640
11;second recipe submitted;2022-09-04 13:30:04.706723
11;third recipe submitted;2022-09-04 13:37:18.797960
11;revision;2022-09-04 13:40:00.102052
12;1st recipe submitted;2022-09-04 12:26:45.470337
12;second recipe submitted;2022-09-04 12:28:32.169585
12;third recipe submitted;2022-09-04 12:30:22.886943
12;fourth recipe submitted;2022-09-04 12:30:35.835787
13;1st recipe submitted;2022-09-04 05:29:16.852350
13;revision;2022-09-04 05:33:45.477612
13;revision;2022-09-04 05:34:25.389962
13;revision;2022-09-04 05:43:03.868920
13;second recipe submitted;2022-09-04 05:49:03.678560
13;revision;2022-09-04 05:49:47.552035
13;third recipe submitted;2022-09-04 05:54:03.063654
14;1st recipe submitted;2022-09-04 09:33:13.800991
14;revision;2022-09-04 09:47:11.474052
14;revision;2022-09-04 09:48:01.110578
14;revision;2022-09-04 09:48:54.234325
14;revision;2022-09-04 09:49:29.544418
14;second recipe submitted;2022-09-04 10:11:25.496543
14;revision;2022-09-04 10:12:31.139175
14;third recipe submitted;2022-09-04 10:39:30.817405
14;revision;2022-09-04 10:40:11.611542
15;1st recipe submitted;2022-09-04 10:12:48.005682
15;second recipe submitted;2022-09-04 10:19:09.872136
15;revision;2022-09-04 10:19:22.695768
15;third recipe submitted;2022-09-04 10:25:09.951607
16;1st recipe submitted;2022-09-04 12:01:20.497648
16;revision;2022-09-04 12:02:33.103450
16;second recipe submitted;2022-09-04 12:06:41.915146
